"abbr","buildings_count","buildings_locations.0","buildings_locations.1","buildings_locations.2","buildings_locations.3","buildings_locations.4","buildings_locations.5","buildings_locations.6","buildings_locations.7","buildings_zipcode.0","buildings_zipcode.1","buildings_zipcode.10","buildings_zipcode.2","buildings_zipcode.3","buildings_zipcode.4","buildings_zipcode.5","buildings_zipcode.6","buildings_zipcode.7","buildings_zipcode.8","buildings_zipcode.9","name","website","wikidata"
"SCHL",85,"Carrouge VD","Cortaillod","Estavayer-le-Lac","La Sarraz","Lausanne","Marly","Palézieux","Préverenges","1004","1007","2016","1010","1012","1018","1084","1315","1470","1607","1723","Société coopérative d'habitation Lausanne","https://schl.ch","Q126741196"
