operator_id_wikidata	operator_name	operator_name_abbr	operator_name_short	operator_website	operator_z_buildings_count	operator_z_buildings_locations	operator_z_buildings_zipcode
Q126741196	Société coopérative d'habitation Lausanne	SCHL		https://schl.ch	85	Carrouge VD|Cortaillod|Estavayer-le-Lac|La Sarraz|Lausanne|Marly|Palézieux|Préverenges	1004|1007|1010|1012|1018|1084|1315|1470|1607|1723|2016
